11.096647,0
2.202920,1
1.681799,2
1.765909,4
2.588984,8
1.157977,17
1.052250,34
0.810299,68
0.854137,136
0.878892,272
1.046727,544
1.033000,1088
0.991651,2176
1.014865,4352
1.195297,8704
1.216173,17408
1.265832,34816
1.275471,69632
